rows,cols,format,from,saving_time,loading_time,file_size
20000,10,csv,pandas,0.025892019271850586,0.005561113357543945,0.7420177459716797
20000,10,csv,pyarrow,0.0038568973541259766,0.0024721622467041016,0.7420368194580078
20000,10,json,pandas,0.012877941131591797,0.05826997756958008,2.161982536315918
20000,10,pickle,pandas,0.0006709098815917969,0.0008440017700195312,1.5265884399414062
20000,10,parquet,pandas,0.006877899169921875,0.006664752960205078,0.28388118743896484
20000,10,parquet,pyarrow,0.003835916519165039,0.0009551048278808594,0.3218965530395508
20000,10,hdf,pandas,0.047203779220581055,0.003468036651611328,1.6853713989257812
20000,10,feather,pandas,0.003775358200073242,0.0016307830810546875,0.6083240509033203
20000,10,feather,pyarrow,0.0009970664978027344,0.0005059242248535156,0.6083240509033203
50000,10,csv,pandas,0.06154012680053711,0.013988018035888672,1.8551664352416992
50000,10,csv,pyarrow,0.008671998977661133,0.0034399032592773438,1.8551855087280273
50000,10,json,pandas,0.03209090232849121,0.1442701816558838,5.5639495849609375
50000,10,pickle,pandas,0.0009438991546630859,0.0011336803436279297,3.8154067993164062
50000,10,parquet,pandas,0.009936809539794922,0.0025010108947753906,0.6420602798461914
50000,10,parquet,pyarrow,0.0076427459716796875,0.0009870529174804688,0.6800966262817383
50000,10,hdf,pandas,0.0039942264556884766,0.0042498111724853516,4.203071594238281
50000,10,feather,pandas,0.003956794738769531,0.0015189647674560547,1.5025882720947266
50000,10,feather,pyarrow,0.0017652511596679688,0.0010001659393310547,1.5025882720947266
100000,10,csv,pandas,0.11262989044189453,0.024216175079345703,3.7103281021118164
100000,10,csv,pyarrow,0.016392230987548828,0.0044307708740234375,3.7103471755981445
100000,10,json,pandas,0.06159782409667969,0.294903039932251,11.233808517456055
100000,10,pickle,pandas,0.0025200843811035156,0.0013260841369628906,7.630107879638672
100000,10,parquet,pandas,0.018558979034423828,0.0034470558166503906,1.2390966415405273
100000,10,parquet,pyarrow,0.014330863952636719,0.0012018680572509766,1.2771148681640625
100000,10,hdf,pandas,0.004846811294555664,0.005001068115234375,8.399238586425781
100000,10,feather,pandas,0.006300210952758789,0.0038847923278808594,3.0006885528564453
100000,10,feather,pyarrow,0.003381967544555664,0.0014340877532958984,3.0006885528564453
200000,10,csv,pandas,0.2296438217163086,0.0466310977935791,7.419641494750977
200000,10,csv,pyarrow,0.03217291831970215,0.0073049068450927734,7.419660568237305
200000,10,json,pandas,0.12777185440063477,0.6368050575256348,23.526190757751465
200000,10,pickle,pandas,0.0036630630493164062,0.002177000045776367,15.259502410888672
200000,10,parquet,pandas,0.03464102745056152,0.005135059356689453,2.43319034576416
200000,10,parquet,pyarrow,0.02738165855407715,0.0017540454864501953,2.4711132049560547
200000,10,hdf,pandas,0.006170749664306641,0.009217023849487305,16.79157257080078
200000,10,feather,pandas,0.01032400131225586,0.007241964340209961,5.996500015258789
200000,10,feather,pyarrow,0.006816864013671875,0.0026559829711914062,5.996500015258789
300000,10,csv,pandas,0.3486199378967285,0.06792616844177246,11.129864692687988
300000,10,csv,pyarrow,0.048485755920410156,0.010043859481811523,11.129883766174316
300000,10,json,pandas,0.19423270225524902,1.0587570667266846,35.81948280334473
300000,10,pickle,pandas,0.004400014877319336,0.003608226776123047,22.888896942138672
300000,10,parquet,pandas,0.04707193374633789,0.0038580894470214844,3.6272354125976562
300000,10,parquet,pyarrow,0.03981804847717285,0.002213001251220703,3.6651153564453125
300000,10,hdf,pandas,0.008271932601928711,0.013287782669067383,25.18390655517578
300000,10,feather,pandas,0.014918088912963867,0.0067479610443115234,8.986444473266602
300000,10,feather,pyarrow,0.009690284729003906,0.0033338069915771484,8.986444473266602
500000,10,csv,pandas,0.5645051002502441,0.1091001033782959,18.54971694946289
500000,10,csv,pyarrow,0.08041095733642578,0.01725602149963379,18.54973602294922
500000,10,json,pandas,0.3138132095336914,1.9370410442352295,60.40547275543213
500000,10,pickle,pandas,0.009626150131225586,0.00586390495300293,38.14768600463867
500000,10,parquet,pandas,0.07084512710571289,0.010300874710083008,6.015325546264648
500000,10,parquet,pyarrow,0.06544709205627441,0.003681182861328125,6.053092956542969
500000,10,hdf,pandas,0.01028895378112793,0.02074909210205078,41.96857452392578
500000,10,feather,pandas,0.02249598503112793,0.014643192291259766,14.971803665161133
500000,10,feather,pyarrow,0.016051054000854492,0.0052378177642822266,14.971803665161133
1000000,10,csv,pandas,1.138983964920044,0.21207904815673828,37.09645366668701
1000000,10,csv,pyarrow,0.1594998836517334,0.030952930450439453,37.09647274017334
1000000,10,json,pandas,0.6382992267608643,4.563115119934082,121.8675537109375
1000000,10,pickle,pandas,0.016343116760253906,0.011368274688720703,76.29465866088867
1000000,10,parquet,pandas,0.14455294609069824,0.016731739044189453,11.986337661743164
1000000,10,parquet,pyarrow,0.12988591194152832,0.00519871711730957,12.023787498474121
1000000,10,hdf,pandas,0.015857934951782227,0.03603005409240723,83.93024444580078
1000000,10,feather,pandas,0.04321098327636719,0.02895522117614746,29.939668655395508
1000000,10,feather,pyarrow,0.03162813186645508,0.009785175323486328,29.939668655395508
2500000,10,csv,pandas,2.8303780555725098,0.5182559490203857,92.74218273162842
2500000,10,csv,pyarrow,0.39743995666503906,0.0818779468536377,92.74220180511475
2500000,10,json,pandas,1.6413850784301758,14.605610132217407,320.5644302368164
2500000,10,pickle,pandas,0.03839278221130371,0.027052879333496094,190.73557662963867
2500000,10,parquet,pandas,0.3538329601287842,0.03747916221618652,29.898502349853516
2500000,10,parquet,pyarrow,0.31954407691955566,0.016157865524291992,29.93504238128662
2500000,10,hdf,pandas,0.061129093170166016,0.08896875381469727,209.81525421142578
2500000,10,feather,pandas,0.1040499210357666,0.05627298355102539,74.83416175842285
2500000,10,feather,pyarrow,0.0784919261932373,0.021862030029296875,74.83416175842285
5000000,10,csv,pandas,5.6476500034332275,1.0219452381134033,185.49220848083496
5000000,10,csv,pyarrow,0.801915168762207,0.16023993492126465,185.4922275543213
5000000,10,json,pandas,3.27748703956604,34.77394676208496,651.7330350875854
5000000,10,pickle,pandas,0.07909512519836426,0.04962301254272461,381.4704399108887
5000000,10,parquet,pandas,0.6979339122772217,0.0592498779296875,59.751797676086426
5000000,10,parquet,pyarrow,0.6342470645904541,0.0331571102142334,59.786850929260254
5000000,10,hdf,pandas,0.0866549015045166,0.16127395629882812,419.6236038208008
5000000,10,feather,pandas,0.2078418731689453,0.10973000526428223,149.6546573638916
5000000,10,feather,pyarrow,0.157379150390625,0.049424171447753906,149.6546573638916
10000000,10,csv,pandas,11.31682801246643,2.0606091022491455,370.9776268005371
10000000,10,csv,pyarrow,1.586306095123291,0.3423130512237549,370.97764587402344
10000000,10,json,pandas,6.484074115753174,82.60307097434998,1314.0556116104126
10000000,10,pickle,pandas,0.24286580085754395,0.11015796661376953,762.9401664733887
10000000,10,parquet,pandas,1.373946189880371,0.1231527328491211,119.45915794372559
10000000,10,parquet,pyarrow,1.2663390636444092,0.07533979415893555,119.49120330810547
10000000,10,hdf,pandas,0.18691778182983398,0.34758615493774414,839.2403030395508
10000000,10,feather,pandas,0.4155538082122803,0.16619110107421875,299.3014163970947
10000000,10,feather,pyarrow,0.3246490955352783,0.09881019592285156,299.3014163970947
25000000,10,csv,pandas,27.5106201171875,5.165736198425293,927.445315361023
25000000,10,csv,pyarrow,3.9431581497192383,0.8756661415100098,927.4453344345093
25000000,10,json,pandas,16.694467782974243,297.3492548465729,3444.085922241211
25000000,10,pickle,pandas,4.727603912353516,0.38623523712158203,1907.3493461608887
25000000,10,parquet,pandas,3.483397960662842,0.747622013092041,298.5797863006592
25000000,10,parquet,pyarrow,3.229027032852173,0.32607507705688477,298.602840423584
25000000,10,hdf,pandas,0.7674250602722168,0.862921953201294,2098.090400695801
25000000,10,feather,pandas,1.0486509799957275,1.031830072402954,748.2399768829346
25000000,10,feather,pyarrow,0.8059549331665039,0.2852029800415039,748.2399768829346
50000000,10,csv,pandas,55.06088089942932,10.594141960144043,1854.8971796035767
50000000,10,csv,pyarrow,7.94229793548584,2.0480730533599854,1854.897198677063
50000000,10,json,pandas,43.67649793624878,1003.3532159328461,6994.142156600952
50000000,10,pickle,pandas,9.524164199829102,0.7277910709381104,3814.6979789733887
50000000,10,parquet,pandas,7.380444049835205,1.1454970836639404,597.1150989532471
50000000,10,parquet,pyarrow,6.596919059753418,0.4244270324707031,597.1231784820557
50000000,10,hdf,pandas,1.5088088512420654,1.9141178131103516,4196.173896789551
50000000,10,feather,pandas,2.295736074447632,2.96393084526062,1496.4575519561768
50000000,10,feather,pyarrow,1.7247748374938965,0.6463580131530762,1496.4575519561768
20000,10,xml,pandas,0.4342219829559326,0.4323770999908447,3.5842370986938477
50000,10,xml,pandas,0.6790211200714111,1.1405482292175293,8.959883689880371
100000,10,xml,pandas,1.3900952339172363,2.2407619953155518,17.919400215148926
200000,10,xml,pandas,2.72127103805542,4.2475409507751465,35.84003829956055
300000,10,xml,pandas,4.213651895523071,6.256200790405273,53.75772571563721
500000,10,xml,pandas,6.6950600147247314,10.619029998779297,89.59684944152832
1000000,10,xml,pandas,13.879187822341919,20.925766944885254,179.19419288635254
2500000,10,xml,pandas,35.05687189102173,57.16805982589722,447.9885883331299
5000000,10,xml,pandas,73.71184492111206,191.10925388336182,895.9708557128906
